dataset	cell	uniq_preDedup	mapq30_preDedup	rate_preDedup	uniq_postDedup	mapq30_postDedup	rate_postDedup
snmCseq3	SRR21549416	959153	703633	73.36	849018	615423	72.486
snmCseq3	SRR21549377	1764002	1311468	74.346	1468074	1070222	72.9
snmCseq3	SRR21549428	1036202	762320	73.569	923065	671308	72.726
snmCseq3	SRR21549354	1554548	1139815	73.321	1338636	966943	72.233
snmCseq3	SRR21549307	3780362	2772970	73.352	2812778	2000003	71.104
snmCseq3	SRR21549331	1648698	1207843	73.26	1448678	1050612	72.522
snmCseq3	SRR21549313	3227144	2401687	74.421	2488371	1803642	72.483
snmCseq3	SRR21549404	3105696	2291698	73.79	2527405	1827563	72.31
snmCseq3	SRR21549371	1437580	1082428	75.295	1201214	887447	73.879
snmCseq3	SRR21549353	1487892	1093049	73.463	1277364	925367	72.443
snmCseq3	SRR21549424	1297163	969877	74.769	1162278	861004	74.079
snmCseq3	SRR21549299	2003872	1408604	70.294	1623694	1116843	68.784
snmCseq3	SRR21549350	1584575	1174664	74.131	1346776	982902	72.982
snmCseq3	SRR21549305	3369795	2503679	74.298	2524737	1815931	71.926
snmCseq3	SRR21549298	2563336	1904270	74.289	2074039	1511837	72.893
snmCseq3	SRR21549329	435895	321241	73.697	386552	280738	72.626
snmCseq3	SRR21549324	1360691	1022377	75.137	1171784	867766	74.055
snmCseq3	SRR21549325	1745497	1300916	74.53	1493933	1098979	73.563
snmCseq3	SRR21549359	2150510	1597584	74.289	1774355	1294003	72.928
snmCseq3	SRR21549317	3339639	2477698	74.191	2570418	1855916	72.203
snmCseq3	SRR21549319	136096	100980	74.198	115410	83695	72.52
scnomehic	scNH_GM_4plex_23_S22.CGATGT	3903178	2759781	70.706	1957685	1106320	56.512
scnomehic	scNH_GM_4plex_39_S38.CGATGT	3471203	2748725	79.187	1868632	1304395	69.805
scnomehic	scNH_GM_4plex_6_S5.CGATGT	5077326	4223039	83.174	2659922	1991920	74.886
scnomehic	scNH_GM_4plex_17_S16.CGATGT	4313133	3348137	77.627	2123115	1391027	65.518
scnomehic	scNH_GM_4plex_2_S2.ATCACG	5233378	3761073	71.867	2653975	1551400	58.456
scnomehic	scNH_GM_4plex_5_S4.GCCAAT	2876833	1968564	68.428	1654068	936434	56.614
scnomehic	scNH_GM_4plex_35_S34.ATCACG	5795448	4348754	75.037	2979437	1871597	62.817
scnomehic	scNH_GM_4plex_23_S22.TGACCA	7516741	5909646	78.62	3557414	2380529	66.917
scnomehic	scNH_GM_4plex_37_S36.GCCAAT	3607037	2596970	71.997	2096071	1295916	61.826
scnomehic	scNH_GM_4plex_9_S8.TGACCA	5002010	3576329	71.498	2538253	1472135	57.998
scnomehic	scNH_GM_4plex_46_S45.TGACCA	9628143	8215009	85.323	4955348	3878846	78.276
scnomehic	scNH_GM_4plex_48_S47.GCCAAT	5877204	2718840	46.261	3393981	1213618	35.758
scnomehic	scNH_GM_4plex_8_S7.CGATGT	4684887	3642818	77.757	2257845	1478744	65.494
scnomehic	scNH_GM_4plex_40_S39.ATCACG	4019303	2652152	65.985	2182762	1133923	51.949
scnomehic	scNH_GM_4plex_7_S6.CGATGT	4033749	2715572	67.321	1931979	982773	50.869
scnomehic	scNH_GM_4plex_7_S6.ATCACG	6691546	4574034	68.355	3260684	1708938	52.41
scnomehic	scNH_GM_4plex_7_S6.TGACCA	5322666	3817727	71.726	2452243	1380745	56.305
scnomehic	scNH_GM_4plex_45_S44.CGATGT	5553060	4247227	76.484	2728370	1759277	64.481
scnomehic	scNH_GM_4plex_47_S46.CGATGT	3316947	2432763	73.343	1703678	1035237	60.765
scnomehic	scNH_GM_4plex_11_S10.ATCACG	4413183	2973160	67.37	2554573	1420451	55.604
scnomehic	scNH_GM_4plex_5_S4.TGACCA	2719452	1812851	66.662	1574798	862340	54.759
scnomehic	scNH_GM_4plex_14_S13.ATCACG	7169794	5220566	72.813	2945963	1629404	55.31
scnomehic	scNH_GM_4plex_32_S31.CGATGT	5089403	4053095	79.638	2356861	1591160	67.512
scnomehic	scNH_GM_4plex_38_S37.CGATGT	2794948	2014414	72.073	1431905	841702	58.782
scnomehic	scNH_GM_4plex_11_S10.TGACCA	5674342	4306339	75.891	3012759	1969600	65.375
scnomehic	scNH_GM_4plex_38_S37.GCCAAT	8095437	6427530	79.397	3954496	2706641	68.445
scnomehic	scNH_GM_4plex_10_S9.GCCAAT	6334363	4400911	69.477	2998047	1598745	53.326
scnomehic	scNH_GM_4plex_25_S24.TGACCA	5780170	4630209	80.105	2944313	2062227	70.041
scnomehic	scNH_GM_4plex_18_S17.TGACCA	6718843	4924268	73.29	3402676	2058816	60.506
scnomehic	scNH_GM_4plex_45_S44.ATCACG	4436431	3055157	68.865	2370912	1310894	55.291
scnomehic	scNH_GM_4plex_47_S46.GCCAAT	8696674	6943654	79.843	4263484	2957850	69.376
scnomehic	scNH_GM_4plex_19_S18.ATCACG	2788141	1966664	70.537	1621742	969499	59.781
scnomehic	scNH_GM_4plex_35_S34.GCCAAT	6825218	5195063	76.116	3429854	2199306	64.122
scnomehic	scNH_GM_4plex_17_S16.GCCAAT	4853577	3452068	71.124	2532784	1462254	57.733
scnomehic	scNH_GM_4plex_28_S27.CGATGT	2280131	1482052	64.999	1303011	677791	52.017
scnomehic	scNH_GM_4plex_18_S17.ATCACG	8346522	6366938	76.283	4190145	2694452	64.305
scnomehic	scNH_GM_4plex_44_S43.CGATGT	2237466	1584299	70.808	1249692	736872	58.964
scnomehic	scNH_GM_4plex_32_S31.ATCACG	4301027	3026118	70.358	2195780	1233108	56.158
scnomehic	scNH_GM_4plex_33_S32.CGATGT	2142705	1570412	73.291	1256519	794064	63.196
scnomehic	scNH_GM_4plex_42_S41.CGATGT	7032093	5846230	83.136	3541001	2637268	74.478
scnomehic	scNH_GM_4plex_24_S23.GCCAAT	9528289	7307618	76.694	3724752	2235584	60.02
scnomehic	scNH_GM_4plex_46_S45.ATCACG	4728196	3731791	78.926	2576752	1792637	69.57
scnomehic	scNH_GM_4plex_1_S1.TGACCA	3795417	2651046	69.849	1912604	1090202	57.001
scnomehic	scNH_GM_4plex_10_S9.TGACCA	8275600	6667692	80.57	3546321	2407794	67.896
scnomehic	scNH_GM_4plex_31_S30.CGATGT	3346457	2660842	79.512	1728752	1202525	69.56
scnomehic	scNH_GM_4plex_19_S18.TGACCA	2961848	2204189	74.419	1615312	1028094	63.647
scnomehic	scNH_GM_4plex_31_S30.GCCAAT	5941702	4711970	79.303	3107723	2168051	69.763
scnomehic	scNH_GM_4plex_44_S43.ATCACG	5472296	4323112	79.0	2942308	2041435	69.382
scnomehic	scNH_GM_4plex_21_S20.CGATGT	3080616	2031805	65.955	1527377	763217	49.969
scnomehic	scNH_GM_4plex_36_S35.ATCACG	7225843	5550938	76.821	3586245	2322118	64.751
scnomehic	scNH_GM_4plex_1_S1.GCCAAT	4788868	3262190	68.12	2462666	1349952	54.817
scnomehic	scNH_GM_4plex_6_S5.ATCACG	2614573	1753733	67.075	1532168	843319	55.041
scnomehic	scNH_GM_4plex_10_S9.CGATGT	3844836	2675398	69.584	1794096	951039	53.009
scnomehic	scNH_GM_4plex_29_S28.ATCACG	4224256	3348377	79.265	2592369	1865327	71.955
scnomehic	scNH_GM_4plex_39_S38.GCCAAT	5193177	4148168	79.877	2804661	1987880	70.878
scnomehic	scNH_GM_4plex_16_S15.CGATGT	4674396	3680072	78.728	2231060	1484820	66.552
scnomehic	scNH_GM_4plex_18_S17.CGATGT	4425361	3295829	74.476	2190582	1340843	61.209
scnomehic	scNH_GM_4plex_48_S47.ATCACG	4875510	3385385	69.437	2767460	1595471	57.651
scnomehic	scNH_GM_4plex_34_S33.CGATGT	4043727	3012281	74.493	2109723	1324956	62.802
scnomehic	scNH_GM_4plex_5_S4.ATCACG	4011658	3066620	76.443	2234301	1482550	66.354
scnomehic	scNH_GM_4plex_15_S14.ATCACG	3104814	2264358	72.931	1781753	1109212	62.254
scnomehic	scNH_GM_4plex_4_S3.ATCACG	6349430	4359546	68.66	3046796	1615151	53.011
scnomehic	scNH_GM_4plex_15_S14.CGATGT	1577055	1131471	71.746	887872	534286	60.176
scnomehic	scNH_GM_4plex_21_S20.GCCAAT	4680084	3158923	67.497	2326898	1211508	52.065
scnomehic	scNH_GM_4plex_21_S20.ATCACG	7303289	5576731	76.359	3437562	2168690	63.088
scnomehic	scNH_GM_4plex_19_S18.CGATGT	3485891	2726623	78.219	1851699	1263883	68.255
scnomehic	scNH_GM_4plex_15_S14.GCCAAT	6554262	5422557	82.733	3499884	2620686	74.879
scnomehic	scNH_GM_4plex_24_S23.TGACCA	9310777	7106590	76.326	3608953	2147739	59.511
scnomehic	scNH_GM_4plex_29_S28.TGACCA	4418190	3596642	81.405	2628585	1959187	74.534
scnomehic	scNH_GM_4plex_12_S11.GCCAAT	7153128	5152317	72.029	3186057	1757560	55.164
scnomehic	scNH_GM_4plex_37_S36.CGATGT	2805504	2096877	74.742	1586737	1026499	64.692
scnomehic	scNH_GM_4plex_19_S18.GCCAAT	3166549	2190950	69.19	1794701	1029079	57.34
scnomehic	scNH_GM_4plex_11_S10.GCCAAT	3705852	2411322	65.068	2137977	1125447	52.641
scnomehic	scNH_GM_4plex_30_S29.CGATGT	3970970	3053146	76.887	2026128	1328424	65.565
scnomehic	scNH_GM_4plex_35_S34.TGACCA	9736236	8075673	82.945	4607118	3384215	73.456
scnomehic	scNH_GM_4plex_34_S33.GCCAAT	5922167	4445943	75.073	3126019	1987977	63.595
scnomehic	scNH_GM_4plex_1_S1.ATCACG	7120556	5939021	83.407	3358041	2476515	73.749
scnomehic	scNH_GM_4plex_4_S3.GCCAAT	7204386	5673866	78.756	3163442	2070489	65.451
scnomehic	scNH_GM_4plex_31_S30.TGACCA	6231011	4994287	80.152	3235985	2291957	70.827
scnomehic	scNH_GM_4plex_31_S30.ATCACG	2861565	2045539	71.483	1593422	953219	59.822
scnomehic	scNH_GM_4plex_46_S45.CGATGT	1951443	1343260	68.834	1105732	628730	56.861
scnomehic	scNH_GM_4plex_42_S41.ATCACG	5926237	4628475	78.101	3171249	2155823	67.98
scnomehic	scNH_GM_4plex_26_S25.GCCAAT	6673380	5128252	76.846	3309954	2145863	64.831
scnomehic	scNH_GM_4plex_40_S39.TGACCA	8841705	7270341	82.228	4210671	3049862	72.432
scnomehic	scNH_GM_4plex_10_S9.ATCACG	9499213	7600859	80.016	4193578	2821378	67.279
scnomehic	scNH_GM_4plex_29_S28.GCCAAT	2777590	1998938	71.967	1747279	1099636	62.934
scnomehic	scNH_GM_4plex_2_S2.TGACCA	7221311	5694172	78.852	3317713	2199655	66.3
scnomehic	scNH_GM_4plex_14_S13.TGACCA	11116237	8863032	79.731	4160297	2677903	64.368
scnomehic	scNH_GM_4plex_12_S11.CGATGT	7195528	5723010	79.536	2948320	1920805	65.149
scnomehic	scNH_GM_4plex_41_S40.ATCACG	3063410	2127336	69.443	1735206	993392	57.249
scnomehic	scNH_GM_4plex_12_S11.ATCACG	6366415	4918283	77.254	2805306	1770489	63.112
scnomehic	scNH_GM_4plex_41_S40.CGATGT	5531388	4533662	81.962	2800359	2036982	72.74
scnomehic	scNH_GM_4plex_17_S16.TGACCA	6651187	5464797	82.163	3166663	2280771	72.024
scnomehic	scNH_GM_4plex_9_S8.GCCAAT	5246050	3868398	73.739	2621519	1581903	60.343
scnomehic	scNH_GM_4plex_13_S12.CGATGT	2142423	1540174	71.889	1173405	703524	59.956
scnomehic	scNH_GM_4plex_8_S7.GCCAAT	5692911	4394938	77.2	2825497	1841657	65.18
scnomehic	scNH_GM_4plex_28_S27.TGACCA	5170566	3888071	75.196	2808880	1817030	64.689
scnomehic	scNH_GM_4plex_28_S27.GCCAAT	2863278	1740577	60.79	1725928	821763	47.613
scnomehic	scNH_GM_4plex_30_S29.GCCAAT	3328046	2299679	69.1	1828311	1030036	56.338
scnomehic	scNH_GM_4plex_22_S21.CGATGT	3003384	2042902	68.02	1569386	848734	54.081
scnomehic	scNH_GM_4plex_8_S7.ATCACG	5471377	4020047	73.474	2838977	1719958	60.584
scnomehic	scNH_GM_4plex_9_S8.CGATGT	6012090	4926494	81.943	2776773	1972369	71.031
scnomehic	scNH_GM_4plex_36_S35.TGACCA	8461751	6656454	78.665	4050710	2728859	67.367
scnomehic	scNH_GM_4plex_28_S27.ATCACG	4854357	3606852	74.301	2700629	1716542	63.561
scnomehic	scNH_GM_4plex_6_S5.TGACCA	4545893	3517290	77.373	2478477	1679900	67.78
scnomehic	scNH_GM_4plex_38_S37.TGACCA	4222634	3048199	72.187	2143779	1268453	59.169
scnomehic	scNH_GM_4plex_43_S42.CGATGT	4288239	3148120	73.413	2269497	1395051	61.47
scnomehic	scNH_GM_4plex_25_S24.ATCACG	3458234	2404306	69.524	1930668	1096425	56.79
scnomehic	scNH_GM_4plex_46_S45.GCCAAT	3082641	2112467	68.528	1764314	1001401	56.759
scnomehic	scNH_GM_4plex_2_S2.GCCAAT	5652937	4421450	78.215	2617248	1714698	65.515
scnomehic	scNH_GM_4plex_38_S37.ATCACG	11559396	9725607	84.136	5515455	4147305	75.194
scnomehic	scNH_GM_4plex_34_S33.ATCACG	4125416	2949764	71.502	2241971	1331062	59.37
scnomehic	scNH_GM_4plex_27_S26.TGACCA	5164502	3942116	76.331	2879311	1920277	66.692
scnomehic	scNH_GM_4plex_37_S36.ATCACG	5290472	4262505	80.569	2940451	2126750	72.327
scnomehic	scNH_GM_4plex_14_S13.CGATGT	4823062	3466821	71.88	1927152	1027054	53.294
scnomehic	scNH_GM_4plex_39_S38.TGACCA	4064123	3232393	79.535	2205054	1553212	70.439
scnomehic	scNH_GM_4plex_43_S42.GCCAAT	5168885	3679709	71.19	2839518	1674118	58.958
scnomehic	scNH_GM_4plex_44_S43.GCCAAT	5307955	4037430	76.064	2936558	1943024	66.167
scnomehic	scNH_GM_4plex_48_S47.CGATGT	3421493	2511211	73.395	1806620	1103961	61.106
scnomehic	scNH_GM_4plex_25_S24.GCCAAT	4873971	3636110	74.603	2607790	1635419	62.713
scnomehic	scNH_GM_4plex_24_S23.CGATGT	8632739	6845935	79.302	3204907	2035370	63.508
scnomehic	scNH_GM_4plex_23_S22.ATCACG	5701476	4401580	77.201	2793886	1812556	64.876
scnomehic	scNH_GM_4plex_26_S25.TGACCA	3542190	2469718	69.723	1844570	1036734	56.205
scnomehic	scNH_GM_4plex_22_S21.ATCACG	3317923	2223293	67.009	1786279	951126	53.246
scnomehic	scNH_GM_4plex_24_S23.ATCACG	5991210	4207477	70.227	2523381	1307770	51.826
scnomehic	scNH_GM_4plex_5_S4.CGATGT	1950653	1324825	67.917	1112233	619158	55.668
scnomehic	scNH_GM_4plex_23_S22.GCCAAT	6409110	4914008	76.672	3115181	2002306	64.276
scnomehic	scNH_GM_4plex_20_S19.GCCAAT	9205802	7176002	77.951	4314637	2810815	65.146
scnomehic	scNH_GM_4plex_1_S1.CGATGT	2198806	1618746	73.619	1088192	652239	59.938
scnomehic	scNH_GM_4plex_33_S32.GCCAAT	2094753	1372745	65.533	1293832	705006	54.49
scnomehic	scNH_GM_4plex_47_S46.ATCACG	5046646	3921623	77.708	2591527	1727204	66.648
scnomehic	scNH_GM_4plex_27_S26.ATCACG	3314576	2345318	70.758	1948522	1172090	60.153
scnomehic	scNH_GM_4plex_42_S41.GCCAAT	5865506	4505112	76.807	3121681	2060343	66.001
scnomehic	scNH_GM_4plex_36_S35.GCCAAT	5005769	3538224	70.683	2586798	1474741	57.01
scnomehic	scNH_GM_4plex_43_S42.ATCACG	5056458	3626890	71.728	2804438	1678104	59.837
scnomehic	scNH_GM_4plex_18_S17.GCCAAT	6794782	5093394	74.96	3410924	2125991	62.329
scnomehic	scNH_GM_4plex_37_S36.TGACCA	2729475	1905752	69.821	1581651	933768	59.038
scnomehic	scNH_GM_4plex_15_S14.TGACCA	6526745	5511556	84.446	3439650	2657091	77.249
scnomehic	scNH_GM_4plex_20_S19.TGACCA	6434140	4940459	76.785	2988544	1895640	63.43
scnomehic	scNH_GM_4plex_35_S34.CGATGT	3164386	2279201	72.027	1614000	947591	58.711
scnomehic	scNH_GM_4plex_12_S11.TGACCA	10236086	8254025	80.637	4158128	2786993	67.025
scnomehic	scNH_GM_4plex_29_S28.CGATGT	1565866	1042205	66.558	994309	561872	56.509
scnomehic	scNH_GM_4plex_16_S15.ATCACG	4435853	3152048	71.058	2308144	1320097	57.193
scnomehic	scNH_GM_4plex_43_S42.TGACCA	5005008	3774685	75.418	2637861	1692925	64.178
scnomehic	scNH_GM_4plex_26_S25.CGATGT	3596506	2686781	74.705	1789366	1108813	61.967
scnomehic	scNH_GM_4plex_20_S19.ATCACG	6665178	4817659	72.281	3299372	1918926	58.16
scnomehic	scNH_GM_4plex_25_S24.CGATGT	2878726	2173549	75.504	1522019	969544	63.701
scnomehic	scNH_GM_4plex_30_S29.TGACCA	4402110	3391376	77.04	2290846	1519034	66.309
scnomehic	scNH_GM_4plex_26_S25.ATCACG	4982493	3851223	77.295	2499347	1639139	65.583
scnomehic	scNH_GM_4plex_13_S12.TGACCA	4632811	3606900	77.856	2433086	1646735	67.681
scnomehic	scNH_GM_4plex_8_S7.TGACCA	3922177	2783231	70.961	1998342	1146049	57.35
scnomehic	scNH_GM_4plex_2_S2.CGATGT	3325763	2228218	66.999	1667047	848384	50.891
scnomehic	scNH_GM_4plex_48_S47.TGACCA	5459157	4286136	78.513	2824353	1919246	67.953
