dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
droplethic,BC215458,404076,404076,84.24157831695028,84.24157831695028
droplethic,BC239586,353796,353796,85.84551549480491,85.84551549480491
droplethic,BC597934,198564,198564,83.68989343486231,83.68989343486231
droplethic,BC489098,171250,171250,84.42978102189781,84.42978102189781
droplethic,BC625023,254646,254646,83.7523463946027,83.7523463946027
droplethic,BC394030,182610,182610,84.74563276928974,84.74563276928974
droplethic,BC613697,342918,342918,84.25979388658513,84.25979388658513
droplethic,BC158426,315292,315292,83.38619438488766,83.38619438488766
droplethic,BC298408,342664,342664,84.59248710106694,84.59248710106694
droplethic,BC319420,413384,413384,85.36566485398563,85.36566485398563
droplethic,BC303196,272666,272666,83.28724520108851,83.28724520108851
droplethic,BC610555,338814,338814,84.02132143299863,84.02132143299863
droplethic,BC431056,260394,260394,85.67862546756069,85.67862546756069
droplethic,BC384258,368760,368760,84.68163575225078,84.68163575225078
droplethic,BC532196,263052,263052,75.99257941395618,75.99257941395618
droplethic,BC682491,392424,392424,84.45151163027745,84.45151163027745
droplethic,BC600503,410998,410998,84.59992506046258,84.59992506046258
droplethic,BC580965,153272,153272,85.69601753744976,85.69601753744976
droplethic,BC427093,78034,78034,85.93433631493964,85.93433631493964
droplethic,BC86038,211840,211840,85.25868580060423,85.25868580060423
droplethic,BC406839,211122,211122,82.93024886084822,82.93024886084822
droplethic,BC12661,259204,259204,85.18387061928057,85.18387061928057
droplethic,BC24933,384944,384944,83.55137370630533,83.55137370630533
droplethic,BC568055,316992,316992,84.64188370684434,84.64188370684434
droplethic,BC444879,200744,200744,83.22042003746064,83.22042003746064
droplethic,BC543899,349906,349906,83.52071699256372,83.52071699256372
droplethic,BC612660,179052,179052,83.96220092487098,83.96220092487098
droplethic,BC675729,188846,188846,85.40821621850608,85.40821621850608
droplethic,BC3632,254692,254692,84.57352409969688,84.57352409969688
droplethic,BC654555,214530,214530,84.17657204120636,84.17657204120636
droplethic,BC688921,251194,251194,84.20901773131524,84.20901773131524
droplethic,BC443222,333966,333966,85.31407388776103,85.31407388776103
droplethic,BC491836,350920,350920,85.42288840761427,85.42288840761427
droplethic,BC603518,233690,233690,84.20728315289486,84.20728315289486
droplethic,BC644504,268798,268798,82.83246155105321,82.83246155105321
droplethic,BC370591,373490,373490,85.13159656215696,85.13159656215696
droplethic,BC65816,314110,314110,82.79519913406132,82.79519913406132
droplethic,BC431212,273198,273198,79.07158910387338,79.07158910387338
droplethic,BC428723,288746,288746,83.22747328101515,83.22747328101515
droplethic,BC52683,299744,299744,81.15124906586954,81.15124906586954
droplethic,BC533545,265976,265976,82.24050290251752,82.24050290251752
droplethic,BC151776,391834,391834,83.91257522318125,83.91257522318125
droplethic,BC243099,215262,215262,82.47252185708578,82.47252185708578
droplethic,BC449480,377416,377416,84.61008542298154,84.61008542298154
droplethic,BC54769,291924,291924,84.49185404420328,84.49185404420328
droplethic,BC98071,183622,183622,82.30713095380727,82.30713095380727
droplethic,BC59866,202230,202230,86.31854818770707,86.31854818770707
droplethic,BC627110,288986,288986,82.94242627670545,82.94242627670545
droplethic,BC675744,183386,183386,82.79257958622796,82.79257958622796
droplethic,BC268057,339236,339236,82.91278048320343,82.91278048320343
droplethic,BC450426,355620,355620,84.15837129520274,84.15837129520274
droplethic,BC589602,337562,337562,84.53972899793223,84.53972899793223
droplethic,BC500572,400190,400190,73.69249606436942,73.69249606436942
droplethic,BC528323,258038,258038,84.12559390477371,84.12559390477371
droplethic,BC557423,178018,178018,84.30945185318339,84.30945185318339
droplethic,BC632078,248914,248914,85.52753159725849,85.52753159725849
droplethic,BC382179,366412,366412,84.72921192537362,84.72921192537362
droplethic,BC135345,392434,392434,82.99026078270487,82.99026078270487
droplethic,BC508250,227284,227284,85.07682018971859,85.07682018971859
droplethic,BC75301,237062,237062,85.52868026086003,85.52868026086003
droplethic,BC290111,351636,351636,82.70029234776871,82.70029234776871
droplethic,BC493553,285140,285140,85.74594935821,85.74594935821
droplethic,BC728784,193870,193870,86.18146180430185,86.18146180430185
droplethic,BC549878,221974,221974,85.88122933316515,85.88122933316515
droplethic,BC278722,353816,353816,83.35688606507337,83.35688606507337
droplethic,BC374200,257750,257750,85.87002909796314,85.87002909796314
droplethic,BC120855,279824,279824,85.6838584252959,85.6838584252959
droplethic,BC281397,386418,386418,84.80298536817644,84.80298536817644
droplethic,BC654319,256138,256138,80.68853508655491,80.68853508655491
droplethic,BC429261,296750,296750,83.06722830665544,83.06722830665544
droplethic,BC568038,354368,354368,84.20681325627596,84.20681325627596
droplethic,BC129771,233442,233442,84.1074014102004,84.1074014102004
droplethic,BC190135,280088,280088,77.65130958841507,77.65130958841507
droplethic,BC528811,311142,311142,82.61758296854812,82.61758296854812
droplethic,BC512996,344052,344052,84.64592561589527,84.64592561589527
droplethic,BC69713,270634,270634,85.4548948025747,85.4548948025747
droplethic,BC115026,409634,409634,83.94664505387736,83.94664505387736
droplethic,BC647130,172972,172972,86.36195453599427,86.36195453599427
droplethic,BC139075,232950,232950,83.72440437862203,83.72440437862203
droplethic,BC53464,251978,251978,85.41856828770766,85.41856828770766
droplethic,BC400656,219528,219528,78.95667067526693,78.95667067526693
droplethic,BC399656,280652,280652,84.0671008936334,84.0671008936334
droplethic,BC467513,417754,417754,84.99786955959728,84.99786955959728
droplethic,BC49962,309966,309966,85.5964847757496,85.5964847757496
droplethic,BC117174,206930,206930,85.15440003866041,85.15440003866041
droplethic,BC36583,340552,340552,85.32793817096949,85.32793817096949
droplethic,BC603629,310892,310892,84.923381753149,84.923381753149
droplethic,BC221454,259012,259012,77.21804395163159,77.21804395163159
droplethic,BC313355,145654,145654,82.54630837464127,82.54630837464127
droplethic,BC320605,475088,475088,85.19221702084667,85.19221702084667
droplethic,BC386642,240290,240290,84.14998543426692,84.14998543426692
droplethic,BC441686,284682,284682,83.91117106104355,83.91117106104355
droplethic,BC478555,292474,292474,85.39972783905579,85.39972783905579
droplethic,BC494323,326832,326832,80.4358202379204,80.4358202379204
droplethic,BC82730,238850,238850,83.5001046682018,83.5001046682018
droplethic,BC86647,263024,263024,86.07427459091186,86.07427459091186
droplethic,BC90350,229890,229890,83.0771238418374,83.0771238418374
droplethic,BC314869,254292,254292,82.88581630566435,82.88581630566435
droplethic,BC439732,279486,279486,82.77409244112407,82.77409244112407
droplethic,BC589516,358496,358496,82.85224939748282,82.85224939748282
droplethic,BC206332,224700,224700,86.68179795282599,86.68179795282599
droplethic,BC725006,359242,359242,83.9985302386692,83.9985302386692
droplethic,BC354604,312662,312662,84.94348529722193,84.94348529722193
droplethic,BC26213,221442,221442,85.67028838251099,85.67028838251099
droplethic,BC721134,367270,367270,84.57701418574891,84.57701418574891
droplethic,BC63651,193368,193368,85.63878201150139,85.63878201150139
droplethic,BC709915,211626,211626,83.96794344740249,83.96794344740249
droplethic,BC665660,171676,171676,86.33355856380624,86.33355856380624
droplethic,BC206324,245742,245742,84.24526535960479,84.24526535960479
droplethic,BC92832,218580,218580,86.1798883703907,86.1798883703907
droplethic,BC398532,312670,312670,84.7583714459334,84.7583714459334
droplethic,BC136073,243042,243042,85.44119946346721,85.44119946346721
droplethic,BC104040,352806,352806,81.52298997182588,81.52298997182588
droplethic,BC100575,405536,405536,84.33480628106999,84.33480628106999
droplethic,BC17216,447142,447142,84.61786188727518,84.61786188727518
droplethic,BC338731,189848,189848,84.3285154439341,84.3285154439341
droplethic,BC83921,348660,348660,79.42694889003614,79.42694889003614
droplethic,BC510717,313878,313878,86.04043609300429,86.04043609300429
droplethic,BC581822,347574,347574,83.51430199036751,83.51430199036751
droplethic,BC14818,308872,308872,84.69268823331348,84.69268823331348
droplethic,BC346273,268342,268342,83.69916002712957,83.69916002712957
droplethic,BC329767,322650,322650,84.47109871377654,84.47109871377654
droplethic,BC708788,301628,301628,84.35622687548901,84.35622687548901
droplethic,BC25084,271180,271180,81.16822774540896,81.16822774540896
droplethic,BC168135,221978,221978,86.00311742605123,86.00311742605123
droplethic,BC507314,321498,321498,84.31343274297197,84.31343274297197
droplethic,BC333070,309900,309900,84.0296869958051,84.0296869958051
droplethic,BC509811,318662,318662,83.24745341458976,83.24745341458976
droplethic,BC406171,242736,242736,84.61456067497198,84.61456067497198
droplethic,BC442955,172828,172828,85.34843891036175,85.34843891036175
droplethic,BC688161,183374,183374,82.2123092695802,82.2123092695802
droplethic,BC102959,344838,344838,85.62803403337219,85.62803403337219
droplethic,BC456608,286364,286364,84.67963850204634,84.67963850204634
droplethic,BC649119,202310,202310,86.00464633483269,86.00464633483269
droplethic,BC120098,204112,204112,85.31884455593008,85.31884455593008
droplethic,BC307126,211774,211774,82.06200950069413,82.06200950069413
droplethic,BC415081,238700,238700,83.30875576036867,83.30875576036867
droplethic,BC301377,247790,247790,85.92356430848703,85.92356430848703
droplethic,BC536253,302576,302576,85.38945587224367,85.38945587224367
droplethic,BC57020,258710,258710,81.84994781802018,81.84994781802018
droplethic,BC16329,252326,252326,81.47317359289174,81.47317359289174
droplethic,BC351259,241696,241696,84.66668873295379,84.66668873295379
droplethic,BC573761,276226,276226,85.33012822833477,85.33012822833477
droplethic,BC541538,222308,222308,84.39462367526134,84.39462367526134
droplethic,BC493068,374360,374360,82.78021156106422,82.78021156106422
droplethic,BC447208,342718,342718,84.30896538845349,84.30896538845349
droplethic,BC371009,186626,186626,84.25192631251808,84.25192631251808
droplethic,BC99842,388692,388692,83.3065769298056,83.3065769298056
droplethic,BC152015,335472,335472,84.64074498020699,84.64074498020699
droplethic,BC14874,212962,212962,82.8175918708502,82.8175918708502
droplethic,BC201877,286710,286710,82.63402043877089,82.63402043877089
droplethic,BC383552,329006,329006,85.22215400327046,85.22215400327046
droplethic,BC289410,352066,352066,85.485107905904,85.485107905904
droplethic,BC43895,247784,247784,86.12259064346367,86.12259064346367
droplethic,BC343773,138958,138958,84.39384562241828,84.39384562241828
droplethic,BC88931,204194,204194,85.69105850318815,85.69105850318815
droplethic,BC321077,256620,256620,84.67383680149638,84.67383680149638
droplethic,BC617676,321978,321978,82.40811484014436,82.40811484014436
droplethic,BC112233,418276,418276,85.3900295498666,85.3900295498666
droplethic,BC729680,220246,220246,83.66644570162455,83.66644570162455
droplethic,BC720733,312544,312544,83.071823487253,83.071823487253
droplethic,BC62821,229672,229672,86.03225469365007,86.03225469365007
droplethic,BC725101,280220,280220,83.37020912140461,83.37020912140461
droplethic,BC272279,315538,315538,84.38349739175631,84.38349739175631
droplethic,BC190218,335654,335654,83.92332580574043,83.92332580574043
droplethic,BC284362,249296,249296,85.04909826070214,85.04909826070214
droplethic,BC516460,267228,267228,84.15959405451524,84.15959405451524
droplethic,BC281308,212904,212904,82.36200353210837,82.36200353210837
droplethic,BC387173,239020,239020,84.01640030123002,84.01640030123002
droplethic,BC485617,313150,313150,85.09468305923679,85.09468305923679
droplethic,BC632480,213350,213350,83.1863135692524,83.1863135692524
droplethic,BC75412,236788,236788,81.8394513235468,81.8394513235468
droplethic,BC13807,359412,359412,85.48629428065841,85.48629428065841
droplethic,BC369286,304040,304040,81.46099197474017,81.46099197474017
droplethic,BC678172,268920,268920,85.1532054142496,85.1532054142496
droplethic,BC393223,289856,289856,85.62044601457275,85.62044601457275
droplethic,BC354143,347018,347018,83.6446524387784,83.6446524387784
droplethic,BC635456,288376,288376,85.93641634532693,85.93641634532693
droplethic,BC286430,272962,272962,76.02083806537173,76.02083806537173
droplethic,BC2931,316782,316782,83.58429456219103,83.58429456219103
droplethic,BC73835,167738,167738,84.24805351202471,84.24805351202471
droplethic,BC215033,225502,225502,85.36332271997587,85.36332271997587
droplethic,BC119363,437822,437822,85.30498695817022,85.30498695817022
droplethic,BC207442,155276,155276,81.7666606558644,81.7666606558644
droplethic,BC426946,210260,210260,83.95985922191572,83.95985922191572
droplethic,BC89980,200402,200402,84.9312881108971,84.9312881108971
droplethic,BC519102,180934,180934,83.21597930737175,83.21597930737175
droplethic,BC394051,227200,227200,85.45598591549296,85.45598591549296
droplethic,BC295080,195890,195890,77.48634437694625,77.48634437694625
droplethic,BC8519,533194,533194,84.31377697423451,84.31377697423451
droplethic,BC671665,274846,274846,84.64012574314343,84.64012574314343
droplethic,BC245444,281348,281348,83.71625175938695,83.71625175938695
droplethic,BC632223,181346,181346,83.9092122241461,83.9092122241461
droplethic,BC249968,234842,234842,84.88515682884663,84.88515682884663
droplethic,BC286868,438634,438634,83.74271032341314,83.74271032341314
droplethic,BC217496,219386,219386,84.68635190941993,84.68635190941993
droplethic,BC356664,340906,340906,83.48342358304049,83.48342358304049
droplethic,BC208752,187532,187532,86.36392722308726,86.36392722308726
droplethic,BC664268,220704,220704,83.59975351602147,83.59975351602147
droplethic,BC18741,234828,234828,85.60648644965677,85.60648644965677
droplethic,BC151857,422968,422968,84.47352991242836,84.47352991242836
droplethic,BC659575,258826,258826,81.2074521106844,81.2074521106844
droplethic,BC384556,279778,279778,85.38770024805382,85.38770024805382
droplethic,BC241070,193276,193276,82.85870982429272,82.85870982429272
droplethic,BC385730,252980,252980,86.96734919756503,86.96734919756503
droplethic,BC233481,327334,327334,84.19840285457667,84.19840285457667
droplethic,BC56766,317588,317588,84.78280035769613,84.78280035769613
droplethic,BC725845,196822,196822,85.21405127475587,85.21405127475587
droplethic,BC492896,316164,316164,84.08547462709227,84.08547462709227
droplethic,BC103559,278194,278194,84.54387945103058,84.54387945103058
droplethic,BC633219,289626,289626,85.48610967247416,85.48610967247416
droplethic,BC274762,270398,270398,84.5450040310949,84.5450040310949
