dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
droplethic,BC45825,463604,463604,85.4185900035375,85.4185900035375
droplethic,BC56468,322304,322304,84.3092235901509,84.3092235901509
droplethic,BC663089,234296,234296,86.20804452487452,86.20804452487452
droplethic,BC573568,216724,216724,81.26464996954653,81.26464996954653
droplethic,BC405669,471282,471282,85.12101035049079,85.12101035049079
droplethic,BC308781,316672,316672,83.11186337914309,83.11186337914309
droplethic,BC386412,166076,166076,85.43799224451456,85.43799224451456
droplethic,BC709379,160936,160936,85.09221056817617,85.09221056817617
droplethic,BC127327,183574,183574,84.34091973808927,84.34091973808927
droplethic,BC83400,209292,209292,82.09391663322057,82.09391663322057
droplethic,BC447793,322576,322576,82.47048757502108,82.47048757502108
droplethic,BC78387,362376,362376,83.87089652736384,83.87089652736384
droplethic,BC89188,194294,194294,85.42723913244876,85.42723913244876
droplethic,BC152300,159854,159854,84.93500319041125,84.93500319041125
droplethic,BC54334,287464,287464,85.51192497147468,85.51192497147468
droplethic,BC639805,305828,305828,84.4657781498097,84.4657781498097
droplethic,BC482471,363488,363488,83.84595915133374,83.84595915133374
droplethic,BC420500,509650,509650,83.61699205336996,83.61699205336996
droplethic,BC438960,162890,162890,84.58837252133341,84.58837252133341
droplethic,BC111219,337178,337178,84.86793325780448,84.86793325780448
droplethic,BC135594,468534,468534,83.97384181297409,83.97384181297409
droplethic,BC275253,301062,301062,82.07478858175392,82.07478858175392
droplethic,BC379244,332806,332806,83.18239454817521,83.18239454817521
droplethic,BC485350,181412,181412,83.30099442153771,83.30099442153771
droplethic,BC574460,245244,245244,84.33396943452236,84.33396943452236
droplethic,BC248835,181034,181034,87.29299468608107,87.29299468608107
droplethic,BC232987,229848,229848,82.93567923149212,82.93567923149212
droplethic,BC300335,425898,425898,84.15911791086128,84.15911791086128
droplethic,BC33020,120144,120144,87.05719802903182,87.05719802903182
droplethic,BC554389,270136,270136,83.509047294696,83.509047294696
droplethic,BC29055,412120,412120,83.7736581578181,83.7736581578181
droplethic,BC569533,208118,208118,83.2027984124391,83.2027984124391
droplethic,BC207629,376736,376736,84.15176675443811,84.15176675443811
droplethic,BC45915,294970,294970,85.0445808048276,85.0445808048276
droplethic,BC726513,290222,290222,83.83237659446907,83.83237659446907
droplethic,BC670230,160574,160574,84.6127019318196,84.6127019318196
droplethic,BC565951,375168,375168,85.03390481064483,85.03390481064483
droplethic,BC667575,251866,251866,84.24797312856836,84.24797312856836
droplethic,BC708088,350620,350620,84.06479949803206,84.06479949803206
droplethic,BC257695,108360,108360,81.58176448874123,81.58176448874123
droplethic,BC553999,278766,278766,80.96037536858871,80.96037536858871
droplethic,BC347271,387550,387550,82.71603664043349,82.71603664043349
droplethic,BC338848,236572,236572,85.55281267436553,85.55281267436553
droplethic,BC516538,113772,113772,81.93931723095314,81.93931723095314
droplethic,BC312283,104890,104890,84.29020879016112,84.29020879016112
droplethic,BC340731,302116,302116,85.13220087648453,85.13220087648453
droplethic,BC641661,169720,169720,84.03723780344096,84.03723780344096
droplethic,BC25041,209446,209446,83.0600727633853,83.0600727633853
droplethic,BC229100,139480,139480,79.46085460281044,79.46085460281044
droplethic,BC51955,239828,239828,85.3628433710826,85.3628433710826
droplethic,BC683040,176584,176584,84.40289040909708,84.40289040909708
droplethic,BC647339,292754,292754,83.48715986801206,83.48715986801206
droplethic,BC510549,77210,77210,87.57932910244787,87.57932910244787
droplethic,BC645751,340226,340226,83.87130907102926,83.87130907102926
droplethic,BC536091,389930,389930,83.89762265021928,83.89762265021928
droplethic,BC535148,405924,405924,84.84445364156838,84.84445364156838
droplethic,BC58668,208612,208612,87.49544609130827,87.49544609130827
droplethic,BC416498,314816,314816,83.55166192315511,83.55166192315511
droplethic,BC629243,298632,298632,85.66931876021324,85.66931876021324
droplethic,BC306927,365006,365006,86.46268828457615,86.46268828457615
droplethic,BC439068,390718,390718,84.66669055431282,84.66669055431282
droplethic,BC326551,291216,291216,85.04477775946377,85.04477775946377
droplethic,BC402454,422628,422628,84.14634146341463,84.14634146341463
droplethic,BC286665,350142,350142,82.83953367490903,82.83953367490903
droplethic,BC696772,192192,192192,83.94001831501832,83.94001831501832
droplethic,BC99460,330786,330786,85.09549980954453,85.09549980954453
droplethic,BC606239,188540,188540,83.5228598705845,83.5228598705845
droplethic,BC657068,312116,312116,85.02864319676019,85.02864319676019
droplethic,BC474985,335078,335078,84.1320528354592,84.1320528354592
droplethic,BC242628,203148,203148,85.9373461712643,85.9373461712643
droplethic,BC95252,410696,410696,83.41595730175118,83.41595730175118
droplethic,BC361436,263058,263058,84.91511377718982,84.91511377718982
droplethic,BC374896,206246,206246,84.1810265411208,84.1810265411208
droplethic,BC318106,220974,220974,84.97922832550435,84.97922832550435
droplethic,BC434398,190420,190420,83.08265938451844,83.08265938451844
droplethic,BC95540,276962,276962,82.54778633892015,82.54778633892015
droplethic,BC210292,328056,328056,82.599312312532,82.599312312532
droplethic,BC115604,274356,274356,85.87091224540379,85.87091224540379
droplethic,BC390218,267514,267514,83.49992897567978,83.49992897567978
droplethic,BC91871,378942,378942,82.10385758242687,82.10385758242687
droplethic,BC526945,339430,339430,85.2305335415255,85.2305335415255
droplethic,BC280567,256384,256384,83.81646280579132,83.81646280579132
droplethic,BC724842,237510,237510,84.95894909688013,84.95894909688013
droplethic,BC299315,214896,214896,86.03510535328716,86.03510535328716
droplethic,BC571127,307318,307318,84.23457135605464,84.23457135605464
droplethic,BC112543,178338,178338,84.2164877928428,84.2164877928428
droplethic,BC218391,221250,221250,83.03367231638418,83.03367231638418
droplethic,BC683575,233706,233706,81.03514672280558,81.03514672280558
droplethic,BC266658,217814,217814,84.8338490638802,84.8338490638802
droplethic,BC438727,199742,199742,85.20891950616296,85.20891950616296
droplethic,BC215276,330060,330060,83.97564079258316,83.97564079258316
droplethic,BC139617,228424,228424,84.8343431513326,84.8343431513326
droplethic,BC477989,246468,246468,85.1258581235698,85.1258581235698
droplethic,BC530910,355730,355730,84.40615073229696,84.40615073229696
droplethic,BC481823,368910,368910,83.99989157247025,83.99989157247025
droplethic,BC651267,200924,200924,84.528478429655,84.528478429655
droplethic,BC493738,268474,268474,84.77766934600743,84.77766934600743
droplethic,BC508502,223562,223562,86.26779148513612,86.26779148513612
droplethic,BC197782,288948,288948,84.43180087766657,84.43180087766657
droplethic,BC385410,319058,319058,85.20331726519943,85.20331726519943
droplethic,BC609455,273860,273860,84.15540787263565,84.15540787263565
droplethic,BC728228,358500,358500,83.32663877266388,83.32663877266388
droplethic,BC298878,303856,303856,86.02759201727135,86.02759201727135
droplethic,BC693049,267440,267440,84.7711636254861,84.7711636254861
droplethic,BC262503,245400,245400,85.31132844335778,85.31132844335778
droplethic,BC507427,275920,275920,83.66265584227313,83.66265584227313
droplethic,BC378583,283664,283664,82.95800665576175,82.95800665576175
droplethic,BC548217,411818,411818,83.49173664094333,83.49173664094333
droplethic,BC418722,322602,322602,83.4514355149689,83.4514355149689
droplethic,BC255840,276764,276764,86.05165411686491,86.05165411686491
droplethic,BC290740,208874,208874,84.66348133324396,84.66348133324396
droplethic,BC487066,140226,140226,81.87354698843296,81.87354698843296
droplethic,BC516127,380370,380370,84.95675263559166,84.95675263559166
droplethic,BC536271,238252,238252,80.29733223645552,80.29733223645552
droplethic,BC58336,241120,241120,85.35086264100863,85.35086264100863
droplethic,BC67418,363184,363184,83.93651702718181,83.93651702718181
droplethic,BC496554,397940,397940,82.28325878273107,82.28325878273107
droplethic,BC82410,180212,180212,82.75031629414245,82.75031629414245
droplethic,BC330787,385966,385966,83.27780167164984,83.27780167164984
droplethic,BC20227,287538,287538,85.87247598578274,85.87247598578274
droplethic,BC79978,406136,406136,86.14158803947446,86.14158803947446
droplethic,BC375162,147886,147886,84.99114182546015,84.99114182546015
droplethic,BC450710,237064,237064,83.79593696217056,83.79593696217056
droplethic,BC378318,262882,262882,84.55200432133049,84.55200432133049
droplethic,BC125118,254404,254404,82.38628323454034,82.38628323454034
droplethic,BC643867,369556,369556,84.33742112156209,84.33742112156209
droplethic,BC491611,187636,187636,82.79114882005585,82.79114882005585
droplethic,BC78706,300464,300464,84.2523563555035,84.2523563555035
droplethic,BC727760,185510,185510,84.5485418575818,84.5485418575818
droplethic,BC460447,261152,261152,86.21109545398848,86.21109545398848
droplethic,BC355569,322028,322028,83.86103071782578,83.86103071782578
droplethic,BC82663,277994,277994,85.28961056713455,85.28961056713455
droplethic,BC472743,361710,361710,84.78947222913384,84.78947222913384
droplethic,BC125203,316190,316190,85.2791043360005,85.2791043360005
droplethic,BC302579,317822,317822,83.76638495761779,83.76638495761779
droplethic,BC421805,308322,308322,83.66253462289424,83.66253462289424
droplethic,BC369216,177942,177942,85.33904305897427,85.33904305897427
droplethic,BC426213,167878,167878,84.40176795053551,84.40176795053551
droplethic,BC448050,297936,297936,81.6645185543204,81.6645185543204
droplethic,BC96088,201652,201652,83.77005931009859,83.77005931009859
droplethic,BC568548,171420,171420,83.77202193443006,83.77202193443006
droplethic,BC31221,374582,374582,82.5149099529609,82.5149099529609
droplethic,BC610958,250296,250296,83.08962188768498,83.08962188768498
droplethic,BC672508,264298,264298,84.72557491921997,84.72557491921997
droplethic,BC682108,295078,295078,83.97305119324382,83.97305119324382
droplethic,BC393306,253824,253824,86.96183182047403,86.96183182047403
droplethic,BC141683,300358,300358,86.55670899393391,86.55670899393391
droplethic,BC512583,237134,237134,83.60505030910792,83.60505030910792
droplethic,BC401670,360184,360184,82.04695377917953,82.04695377917953
droplethic,BC667840,201954,201954,83.97456846608634,83.97456846608634
droplethic,BC732250,319248,319248,84.61634841878414,84.61634841878414
droplethic,BC719524,329218,329218,85.30517772418276,85.30517772418276
droplethic,BC469404,270838,270838,84.29467061490632,84.29467061490632
droplethic,BC522180,293074,293074,83.66965339811789,83.66965339811789
droplethic,BC336552,248806,248806,83.14751251979453,83.14751251979453
droplethic,BC42382,306714,306714,83.34213632243718,83.34213632243718
droplethic,BC141838,353262,353262,84.38099767311513,84.38099767311513
droplethic,BC283966,146320,146320,83.76981957353745,83.76981957353745
droplethic,BC181333,88774,88774,88.52817266316714,88.52817266316714
droplethic,BC450632,372576,372576,83.1411577772052,83.1411577772052
droplethic,BC517169,270464,270464,85.43687884524373,85.43687884524373
droplethic,BC298802,424396,424396,83.62142904268654,83.62142904268654
droplethic,BC403896,301494,301494,84.46536249477602,84.46536249477602
droplethic,BC258800,286930,286930,85.04513295925835,85.04513295925835
droplethic,BC374835,328494,328494,83.39391282641388,83.39391282641388
droplethic,BC566684,263168,263168,84.6181906614786,84.6181906614786
droplethic,BC267989,223258,223258,83.00441641508927,83.00441641508927
droplethic,BC451546,348900,348900,84.50272284322155,84.50272284322155
droplethic,BC215128,244106,244106,81.8406757720007,81.8406757720007
droplethic,BC284882,146632,146632,83.27377380108025,83.27377380108025
droplethic,BC467692,99574,99574,86.55070600759234,86.55070600759234
droplethic,BC273275,244270,244270,85.46772014574037,85.46772014574037
droplethic,BC469964,170340,170340,82.49618410238347,82.49618410238347
droplethic,BC498721,261732,261732,83.53888710589457,83.53888710589457
droplethic,BC552499,219072,219072,85.39201723634238,85.39201723634238
droplethic,BC648419,377290,377290,83.18004717856292,83.18004717856292
droplethic,BC69790,245218,245218,84.42773369002275,84.42773369002275
droplethic,BC402574,365204,365204,83.7783813977941,83.7783813977941
droplethic,BC327061,187532,187532,82.2334321609112,82.2334321609112
droplethic,BC351306,309022,309022,83.89111454847875,83.89111454847875
droplethic,BC427711,297032,297032,84.52893964286676,84.52893964286676
droplethic,BC668003,236116,236116,82.58229006081757,82.58229006081757
droplethic,BC53689,158046,158046,88.90449615934601,88.90449615934601
droplethic,BC408808,272524,272524,84.96499390879336,84.96499390879336
droplethic,BC13098,250358,250358,83.87668858195065,83.87668858195065
droplethic,BC49443,122054,122054,82.99277369033379,82.99277369033379
droplethic,BC45411,176774,176774,84.05195334155475,84.05195334155475
droplethic,BC215761,323488,323488,85.48199624097339,85.48199624097339
droplethic,BC490994,217146,217146,85.59770845421974,85.59770845421974
droplethic,BC428284,333380,333380,82.69182314475974,82.69182314475974
droplethic,BC330970,209292,209292,83.51203103797565,83.51203103797565
droplethic,BC172973,184890,184890,84.62004435069501,84.62004435069501
droplethic,BC256187,370692,370692,84.29801560325014,84.29801560325014
droplethic,BC132075,393280,393280,84.32770545158665,84.32770545158665
droplethic,BC583182,333796,333796,84.15918704837685,84.15918704837685
droplethic,BC144633,212864,212864,83.81877630787733,83.81877630787733
droplethic,BC312993,224398,224398,86.21645469210955,86.21645469210955
droplethic,BC373801,335828,335828,85.09236871255524,85.09236871255524
droplethic,BC321090,312170,312170,84.0426690585258,84.0426690585258
droplethic,BC661985,273350,273350,85.81818181818181,85.81818181818181
droplethic,BC648953,236048,236048,83.17545583949027,83.17545583949027
droplethic,BC724213,380098,380098,83.43427221400796,83.43427221400796
droplethic,BC702773,268724,268724,86.13596106041886,86.13596106041886
droplethic,BC269459,294090,294090,85.09231867795573,85.09231867795573
droplethic,BC479991,263370,263370,83.81440558909519,83.81440558909519
droplethic,BC239595,257602,257602,85.45585826197002,85.45585826197002
droplethic,BC549690,384168,384168,84.92482455592345,84.92482455592345
droplethic,BC164496,278868,278868,85.25538964671458,85.25538964671458
droplethic,BC503923,449246,449246,83.23724640842656,83.23724640842656
droplethic,BC633586,220120,220120,83.61893512629474,83.61893512629474
droplethic,BC644876,305362,305362,83.37055691277894,83.37055691277894
droplethic,BC568401,259610,259610,84.16008628327106,84.16008628327106
droplethic,BC395958,329234,329234,82.81769197591986,82.81769197591986
droplethic,BC389507,261968,261968,84.00949734318695,84.00949734318695
droplethic,BC398415,266846,266846,82.75484736514694,82.75484736514694
droplethic,BC419703,347860,347860,84.01138389007072,84.01138389007072
droplethic,BC207440,283030,283030,84.00805568314313,84.00805568314313
droplethic,BC112432,240060,240060,83.91485461967841,83.91485461967841
droplethic,BC356284,238976,238976,81.39729512587039,81.39729512587039
droplethic,BC139230,320480,320480,82.34585621567649,82.34585621567649
droplethic,BC87054,178752,178752,80.72413175796635,80.72413175796635
droplethic,BC227992,315870,315870,86.25890397948523,86.25890397948523
droplethic,BC254924,158372,158372,79.87649331952618,79.87649331952618
droplethic,BC343900,266750,266750,86.86635426429241,86.86635426429241
droplethic,BC330090,193350,193350,86.72562710111197,86.72562710111197
droplethic,BC27785,335208,335208,81.84768859931744,81.84768859931744
droplethic,BC22262,310476,310476,83.73143173707469,83.73143173707469
droplethic,BC393155,257756,257756,81.55775229286613,81.55775229286613
droplethic,BC576747,327126,327126,84.25193961959611,84.25193961959611
droplethic,BC532281,291702,291702,81.58668778410843,81.58668778410843
droplethic,BC77365,242722,242722,83.65949522498991,83.65949522498991
droplethic,BC334762,149912,149912,84.54560008538343,84.54560008538343
droplethic,BC358030,270534,270534,86.61610000961062,86.61610000961062
droplethic,BC202582,406722,406722,84.12822517591869,84.12822517591869
droplethic,BC66408,378514,378514,84.13744273659627,84.13744273659627
droplethic,BC232856,172394,172394,86.98910634940891,86.98910634940891
droplethic,BC594255,278456,278456,84.635992760077,84.635992760077
droplethic,BC728331,200860,200860,84.94175047296625,84.94175047296625
droplethic,BC386857,207080,207080,85.11493142746764,85.11493142746764
droplethic,BC50506,435970,435970,86.1779480239466,86.1779480239466
droplethic,BC219162,255984,255984,85.47018563660228,85.47018563660228
droplethic,BC292722,396706,396706,83.6528814789794,83.6528814789794
droplethic,BC35155,321966,321966,84.30641744780505,84.30641744780505
droplethic,BC142476,188824,188824,84.4458331568021,84.4458331568021
droplethic,BC587956,240494,240494,80.37373073756518,80.37373073756518
droplethic,BC535745,307646,307646,82.93623190290138,82.93623190290138
droplethic,BC60311,429496,429496,84.60102073127572,84.60102073127572
droplethic,BC735662,489890,489890,84.3266855824777,84.3266855824777
droplethic,BC261340,205504,205504,83.65676580504515,83.65676580504515
droplethic,BC719754,203278,203278,82.76449000875648,82.76449000875648
droplethic,BC314924,251826,251826,85.93790950894666,85.93790950894666
droplethic,BC264446,225702,225702,84.87386022277163,84.87386022277163
droplethic,BC33053,116264,116264,85.1544760200922,85.1544760200922
droplethic,BC589445,218446,218446,83.53368795949571,83.53368795949571
droplethic,BC666285,280518,280518,83.61602464013005,83.61602464013005
droplethic,BC66898,243102,243102,82.89195481731947,82.89195481731947
droplethic,BC549382,347634,347634,85.64294631710362,85.64294631710362
droplethic,BC570101,138158,138158,83.31765080559938,83.31765080559938
droplethic,BC325405,347970,347970,85.60910423312355,85.60910423312355
droplethic,BC577795,424880,424880,84.54622481641876,84.54622481641876
droplethic,BC401785,225334,225334,83.14235756698945,83.14235756698945
droplethic,BC153025,439348,439348,84.03452388539381,84.03452388539381
droplethic,BC267780,407976,407976,84.53046257622998,84.53046257622998
droplethic,BC411792,214924,214924,81.95548193780127,81.95548193780127
droplethic,BC411706,195236,195236,80.06002991251613,80.06002991251613
droplethic,BC408570,280854,280854,82.59665164106617,82.59665164106617
droplethic,BC489165,345530,345530,82.54912742743032,82.54912742743032
droplethic,BC229296,330434,330434,84.18262043252207,84.18262043252207
droplethic,BC266065,232548,232548,79.99122761752412,79.99122761752412
droplethic,BC207804,198442,198442,83.21827032583828,83.21827032583828
droplethic,BC653462,296908,296908,83.34770366578199,83.34770366578199
droplethic,BC152142,244474,244474,85.22787699305448,85.22787699305448
droplethic,BC560387,339728,339728,84.89203127207648,84.89203127207648
droplethic,BC702300,274608,274608,84.52048010254617,84.52048010254617
droplethic,BC164921,251982,251982,81.93363017993349,81.93363017993349
droplethic,BC427657,225522,225522,84.65249510025629,84.65249510025629
droplethic,BC64045,331534,331534,84.12832469671285,84.12832469671285
droplethic,BC311566,254222,254222,84.32000377622708,84.32000377622708
droplethic,BC469833,259530,259530,82.51839864370207,82.51839864370207
droplethic,BC28724,324440,324440,85.24966095425965,85.24966095425965
droplethic,BC472746,240734,240734,84.7757275665257,84.7757275665257
droplethic,BC581908,212986,212986,83.42426262759055,83.42426262759055
droplethic,BC41679,225468,225468,85.56868380435361,85.56868380435361
droplethic,BC571841,284726,284726,83.85324838616775,83.85324838616775
droplethic,BC670914,177856,177856,83.53611910759265,83.53611910759265
droplethic,BC430259,320800,320800,83.78428927680798,83.78428927680798
droplethic,BC320533,152514,152514,82.2193372411713,82.2193372411713
droplethic,BC43848,399238,399238,83.12986238784885,83.12986238784885
droplethic,BC651103,239936,239936,83.14633902373967,83.14633902373967
droplethic,BC447838,319774,319774,85.4816213951103,85.4816213951103
droplethic,BC612603,227150,227150,83.77812018489985,83.77812018489985
droplethic,BC460795,494640,494640,83.59170305676857,83.59170305676857
droplethic,BC68447,162248,162248,86.22232631527045,86.22232631527045
droplethic,BC702733,333412,333412,84.37788681871078,84.37788681871078
droplethic,BC91798,391194,391194,85.5406780267591,85.5406780267591
droplethic,BC276871,281636,281636,85.89881975315656,85.89881975315656
droplethic,BC409369,262760,262760,83.19378900898158,83.19378900898158
droplethic,BC670538,326812,326812,84.58869319364038,84.58869319364038
droplethic,BC433403,281256,281256,85.26253662144096,85.26253662144096
droplethic,BC258194,481490,481490,84.11348106918108,84.11348106918108
droplethic,BC450300,390330,390330,83.74503625137704,83.74503625137704
droplethic,BC520325,222272,222272,83.61826950763029,83.61826950763029
droplethic,BC694944,308198,308198,84.4411709355674,84.4411709355674
droplethic,BC86138,245810,245810,85.14950571579675,85.14950571579675
droplethic,BC112831,455902,455902,84.46464371729012,84.46464371729012
droplethic,BC552443,363184,363184,83.73056081765716,83.73056081765716
droplethic,BC379281,398750,398750,83.68050156739812,83.68050156739812
droplethic,BC104851,275080,275080,83.77272066307984,83.77272066307984
droplethic,BC358918,233820,233820,84.31870669745959,84.31870669745959
droplethic,BC174459,291672,291672,85.9396856743191,85.9396856743191
droplethic,BC662894,154042,154042,83.93425169758896,83.93425169758896
droplethic,BC66378,317148,317148,83.70350751068902,83.70350751068902
droplethic,BC526380,259352,259352,85.80616305253092,85.80616305253092
droplethic,BC116424,159670,159670,79.24093442725622,79.24093442725622
droplethic,BC440678,173408,173408,85.85763055914376,85.85763055914376
droplethic,BC87975,306462,306462,83.44590846499729,83.44590846499729
droplethic,BC124937,336284,336284,84.57137419562036,84.57137419562036
droplethic,BC263741,222764,222764,85.5254888581638,85.5254888581638
droplethic,BC273731,250626,250626,84.90260387988477,84.90260387988477
droplethic,BC274924,349744,349744,83.1722631410403,83.1722631410403
droplethic,BC350270,280006,280006,85.30102926365863,85.30102926365863
droplethic,BC658809,343448,343448,83.51948475460622,83.51948475460622
droplethic,BC702817,202910,202910,82.35276723670593,82.35276723670593
droplethic,BC659783,243080,243080,81.38472930722396,81.38472930722396
droplethic,BC26663,234406,234406,85.66333626272365,85.66333626272365
droplethic,BC517763,249412,249412,85.57647587124917,85.57647587124917
droplethic,BC338830,200392,200392,86.72901113816918,86.72901113816918
droplethic,BC599159,336280,336280,83.19317235636969,83.19317235636969
droplethic,BC603939,137740,137740,86.60519819950632,86.60519819950632
droplethic,BC643452,223268,223268,85.88781195693069,85.88781195693069
droplethic,BC66940,344316,344316,85.0950870711788,85.0950870711788
droplethic,BC263897,150136,150136,82.47322427665583,82.47322427665583
droplethic,BC435146,177528,177528,84.8970303276103,84.8970303276103
droplethic,BC695399,412168,412168,83.18015954659265,83.18015954659265
droplethic,BC211179,390888,390888,83.67921245983504,83.67921245983504
droplethic,BC396611,399934,399934,84.54995074187241,84.54995074187241
droplethic,BC440608,322238,322238,83.22606272382525,83.22606272382525
droplethic,BC51916,272234,272234,84.39724648647855,84.39724648647855
droplethic,BC678409,223988,223988,84.72686036751969,84.72686036751969
droplethic,BC54213,506082,506082,84.22469086037441,84.22469086037441
droplethic,BC268903,218160,218160,75.98734873487349,75.98734873487349
droplethic,BC6458,313478,313478,82.37898672315123,82.37898672315123
droplethic,BC416964,273918,273918,85.23645762600486,85.23645762600486
droplethic,BC456651,380796,380796,83.77188836017186,83.77188836017186
droplethic,BC630570,199326,199326,85.34059781463532,85.34059781463532
droplethic,BC433356,254522,254522,87.04080590282962,87.04080590282962
droplethic,BC264110,456624,456624,84.0770524545359,84.0770524545359
droplethic,BC603573,289626,289626,83.7176220366956,83.7176220366956
droplethic,BC631682,156044,156044,81.58980800287098,81.58980800287098
droplethic,BC669620,285226,285226,82.8129272927433,82.8129272927433
droplethic,BC689954,341082,341082,86.56628024932421,86.56628024932421
droplethic,BC75669,269898,269898,83.4485620493668,83.4485620493668
droplethic,BC649207,348294,348294,86.13068269909904,86.13068269909904
droplethic,BC723220,221904,221904,83.42165981685774,83.42165981685774
droplethic,BC699174,381162,381162,85.52216642792304,85.52216642792304
droplethic,BC526047,338752,338752,84.81603060646137,84.81603060646137
droplethic,BC482161,276552,276552,84.94243397263445,84.94243397263445
droplethic,BC253230,398924,398924,84.58102295174018,84.58102295174018
droplethic,BC137917,278022,278022,82.22155081252562,82.22155081252562
droplethic,BC175686,227304,227304,86.11463062682574,86.11463062682574
droplethic,BC346057,275900,275900,84.82058716926423,84.82058716926423
droplethic,BC621329,374793,374793,84.61764227186741,84.61764227186741
droplethic,BC561127,219876,219876,85.61916716694864,85.61916716694864
droplethic,BC698158,161242,161242,85.5385073367981,85.5385073367981
droplethic,BC185010,306684,306684,80.90738349571546,80.90738349571546
droplethic,BC661281,194858,194858,83.7276375617116,83.7276375617116
droplethic,BC287260,199788,199788,80.05285602738903,80.05285602738903
droplethic,BC252055,392002,392002,84.11436676343489,84.11436676343489
droplethic,BC350271,355332,355332,83.38849301498317,83.38849301498317
droplethic,BC611804,222892,222892,80.86248048382176,80.86248048382176
droplethic,BC51275,159056,159056,85.1498843174731,85.1498843174731
droplethic,BC481764,290660,290660,83.54916397165073,83.54916397165073
droplethic,BC488279,162772,162772,76.76750301034576,76.76750301034576
droplethic,BC372679,212652,212652,84.36788744051314,84.36788744051314
droplethic,BC244241,213398,213398,85.82273498345813,85.82273498345813
droplethic,BC654152,331892,331892,84.5401516155858,84.5401516155858
droplethic,BC675372,364766,364766,82.45889145369908,82.45889145369908
droplethic,BC615488,294288,294288,85.2165225901158,85.2165225901158
droplethic,BC27515,216150,216150,82.26416840157299,82.26416840157299
droplethic,BC60722,179878,179878,82.82613771556277,82.82613771556277
droplethic,BC17190,429446,429446,84.02220535294309,84.02220535294309
droplethic,BC241525,226792,226792,82.71279410208473,82.71279410208473
droplethic,BC721337,295970,295970,84.68628577220665,84.68628577220665
droplethic,BC615173,259508,259508,85.33840960586957,85.33840960586957
droplethic,BC540163,219356,219356,85.05534382465034,85.05534382465034
droplethic,BC146555,222002,222002,83.14880046125711,83.14880046125711
droplethic,BC172030,245514,245514,84.89210391260784,84.89210391260784
droplethic,BC358756,217860,217860,84.98026255393371,84.98026255393371
droplethic,BC404151,234094,234094,86.62673968576726,86.62673968576726
droplethic,BC172931,224480,224480,82.09729151817534,82.09729151817534
droplethic,BC565539,159010,159010,84.87893843154518,84.87893843154518
droplethic,BC382886,232272,232272,84.03079148584418,84.03079148584418
droplethic,BC473144,340612,340612,86.39860016675865,86.39860016675865
droplethic,BC20664,333650,333650,84.22418702232879,84.22418702232879
droplethic,BC280046,297570,297570,85.23103807507478,85.23103807507478
droplethic,BC495256,287796,287796,84.34168647236237,84.34168647236237
droplethic,BC375520,166310,166310,82.81041428657326,82.81041428657326
droplethic,BC302225,201228,201228,84.81622835788261,84.81622835788261
droplethic,BC480085,274004,274004,85.76809097677406,85.76809097677406
droplethic,BC48512,476082,476082,83.6628984082574,83.6628984082574
droplethic,BC375567,238838,238838,84.27888359473785,84.27888359473785
droplethic,BC349634,329880,329880,82.36267733721353,82.36267733721353
droplethic,BC150987,322468,322468,82.27793145366363,82.27793145366363
droplethic,BC381635,250524,250524,81.2832303491881,81.2832303491881
droplethic,BC62554,348284,348284,85.96317947422219,85.96317947422219
droplethic,BC474065,251092,251092,84.79680754464499,84.79680754464499
droplethic,BC218969,415852,415852,84.92155863143618,84.92155863143618
droplethic,BC673723,125708,125708,81.26292678270278,81.26292678270278
droplethic,BC430724,264404,264404,85.15377982178786,85.15377982178786
droplethic,BC538938,249020,249020,86.40832061681793,86.40832061681793
droplethic,BC162629,254098,254098,81.25054112980031,81.25054112980031
droplethic,BC385767,217386,217386,82.5664946224688,82.5664946224688
droplethic,BC66284,305152,305152,83.21361157718121,83.21361157718121
droplethic,BC257178,273870,273870,82.98973965750173,82.98973965750173
droplethic,BC53318,272726,272726,84.92186296869386,84.92186296869386
droplethic,BC42321,331164,331164,86.23159522170285,86.23159522170285
droplethic,BC327998,276712,276712,85.95001300991645,85.95001300991645
droplethic,BC429737,297538,297538,79.52597651392428,79.52597651392428
droplethic,BC447697,264846,264846,83.82758282171527,83.82758282171527
droplethic,BC22188,281718,281718,84.24949772467502,84.24949772467502
droplethic,BC467869,286354,286354,84.1063858021889,84.1063858021889
droplethic,BC703024,227146,227146,83.08136616977627,83.08136616977627
droplethic,BC193692,385274,385274,82.446778137118,82.446778137118
droplethic,BC337621,458578,458578,84.52869522742041,84.52869522742041
droplethic,BC458933,285594,285594,82.98843813245377,82.98843813245377
droplethic,BC47302,210394,210394,83.64877325399013,83.64877325399013
droplethic,BC636234,208316,208316,85.04099541081818,85.04099541081818
droplethic,BC640807,188652,188652,83.98956809363273,83.98956809363273
droplethic,BC80400,279964,279964,85.22238573530882,85.22238573530882
droplethic,BC428476,253522,253522,85.58152744140548,85.58152744140548
droplethic,BC488862,240776,240776,84.30657540618667,84.30657540618667
droplethic,BC459132,247172,247172,86.09874904924506,86.09874904924506
droplethic,BC579801,392308,392308,84.80836485618443,84.80836485618443
droplethic,BC523350,323862,323862,84.91456237533271,84.91456237533271
droplethic,BC633719,243830,243830,86.06242053890006,86.06242053890006
droplethic,BC516822,225434,225434,83.97313626161093,83.97313626161093
